respondent_id,h1n1_vaccine,seasonal_vaccine
34433,0.53,0.76
34434,0.87,0.79
34435,0.61,0.85
34436,0.09,0.76
34438,0.15,0.62
34439,0.02,0.15
34441,0.03,0.25
34442,0.08,0.54
34443,0.17,0.23
34444,0.17,0.28
34445,0.0,0.11
34446,0.01,0.05
34447,0.15,0.55
34448,0.04,0.15
34449,0.02,0.28
34450,0.63,0.68
34451,0.04,0.3
34452,0.84,0.8
34453,0.07,0.64
34454,0.08,0.45
34455,0.16,0.15
34456,0.06,0.45
34457,0.4,0.75
34458,0.12,0.48
34461,0.07,0.18
34463,0.46,0.74
34464,0.05,0.2
34465,0.02,0.17
34467,0.57,0.75
34468,0.8,0.87
34469,0.14,0.34
34471,0.02,0.12
34472,0.85,0.96
34473,0.07,0.36
34474,0.01,0.45
34475,0.02,0.09
34476,0.28,0.89
34478,0.19,0.62
34479,0.01,0.05
34480,0.12,0.27
34481,0.3,0.72
34482,0.17,0.67
34483,0.5,0.63
34485,0.2,0.77
34486,0.06,0.37
34488,0.15,0.75
34489,0.15,0.14
34490,0.08,0.58
34492,0.03,0.14
34494,0.41,0.54
34496,0.23,0.26
34497,0.31,0.69
34499,0.17,0.52
34500,0.13,0.64
34501,0.67,0.89
34502,0.03,0.05
34503,0.05,0.33
34504,0.05,0.2
34505,0.14,0.16
34506,0.1,0.23
34507,0.1,0.09
34508,0.15,0.8
34509,0.51,0.45
34510,0.01,0.66
34511,0.13,0.23
34516,0.09,0.52
34519,0.13,0.37
34521,0.27,0.71
34523,0.16,0.35
34524,0.16,0.86
34525,0.09,0.07
34526,0.63,0.24
34527,0.05,0.14
34528,0.41,0.17
34529,0.21,0.54
34530,0.09,0.29
34532,0.1,0.18
34534,0.03,0.15
34535,0.16,0.47
34536,0.04,0.56
34537,0.03,0.12
34538,0.47,0.85
34540,0.03,0.66
34542,0.53,0.52
34543,0.19,0.29
34544,0.03,0.21
34545,0.58,0.84
34546,0.07,0.32
34547,0.09,0.73
34548,0.04,0.41
34549,0.1,0.04
34551,0.41,0.72
34553,0.72,0.93
34554,0.08,0.14
34555,0.02,0.25
34556,0.08,0.56
34557,0.57,0.91
34559,0.04,0.04
34561,0.11,0.17
34562,0.07,0.09
34563,0.02,0.33
34564,0.23,0.89
34565,0.24,0.46
34567,0.24,0.16
34568,0.03,0.12
34569,0.19,0.74
34570,0.31,0.82
34575,0.08,0.54
34576,0.51,0.24
34577,0.03,0.84
34578,0.15,0.79
34579,0.08,0.26
34582,0.18,0.31
34583,0.12,0.86
34584,0.24,0.51
34585,0.04,0.24
34586,0.04,0.08
34587,0.68,0.72
34588,0.11,0.62
34590,0.91,0.88
34591,0.12,0.21
34592,0.09,0.8
34593,0.28,0.52
34594,0.25,0.44
34595,0.2,0.51
34596,0.66,0.8
34597,0.08,0.38
34598,0.14,0.35
34599,0.33,0.75
34602,0.05,0.24
34607,0.11,0.87
34608,0.43,0.8
34609,0.01,0.37
34610,0.03,0.15
34611,0.02,0.13
34613,0.17,0.2
34614,0.42,0.67
34615,0.02,0.09
34616,0.46,0.53
34617,0.01,0.04
34618,0.08,0.76
34619,0.02,0.2
34620,0.23,0.26
34621,0.08,0.62
34622,0.14,0.22
34623,0.96,0.86
34624,0.12,0.43
34625,0.88,0.67
34626,0.69,0.75
34627,0.03,0.23
34628,0.15,0.79
34630,0.02,0.32
34632,0.01,0.07
34633,0.11,0.24
34634,0.16,0.51
34636,0.75,0.74
34637,0.14,0.1
34638,0.37,0.71
34639,0.03,0.07
34641,0.07,0.08
34643,0.71,0.72
34644,0.11,0.4
34646,0.22,0.32
34647,0.91,0.79
34648,0.03,0.28
34650,0.48,0.62
34651,0.62,0.45
34652,0.28,0.3
34653,0.67,0.87
34654,0.44,0.93
34656,0.2,0.33
34657,0.5,0.8
34658,0.01,0.39
34659,0.06,0.24
34660,0.05,0.68
34661,0.12,0.21
34662,0.11,0.52
34663,0.58,0.69
34664,0.3,0.7
34665,0.03,0.26
34666,0.04,0.15
34667,0.13,0.19
34669,0.04,0.42
34670,0.83,0.77
34671,0.12,0.77
34672,0.06,0.47
34675,0.89,0.87
34676,0.78,0.93
34677,0.08,0.23
34678,0.21,0.96
34679,0.71,0.83
34680,0.13,0.76
34681,0.0,0.06
34683,0.32,0.82
34684,0.03,0.07
34685,0.07,0.35
34686,0.02,0.42
34687,0.13,0.56
34688,0.01,0.26
34689,0.49,0.47
34691,0.02,0.52
34692,0.79,0.79
34693,0.2,0.2
34695,0.02,0.33
34698,0.27,0.43
34699,0.01,0.23
34700,0.31,0.26
34701,0.01,0.16
34702,0.02,0.18
34703,0.01,0.03
34704,0.02,0.72
34705,0.38,0.96
34706,0.19,0.6
34707,0.03,0.02
34708,0.02,0.48
34709,0.04,0.12
34710,0.07,0.06
34712,0.49,0.67
34713,0.06,0.28
34714,0.04,0.21
34715,0.01,0.28
34717,0.01,0.55
34719,0.06,0.6
34720,0.09,0.73
34721,0.01,0.13
34722,0.02,0.13
34723,0.16,0.15
34724,0.79,0.73
34725,0.57,0.92
34726,0.03,0.24
34728,0.1,0.78
34729,0.81,0.87
34730,0.03,0.04
34731,0.02,0.11
34732,0.03,0.3
34733,0.38,0.74
34734,0.1,0.59
34735,0.03,0.9
34736,0.0,0.94
34737,0.02,0.18
34738,0.03,0.12
34740,0.07,0.29
34741,0.05,0.19
34742,0.18,0.64
34743,0.03,0.2
34745,0.01,0.31
34746,0.03,0.24
34747,0.04,0.36
34748,0.8,0.86
34750,0.1,0.61
34751,0.23,0.57
34752,0.23,0.83
34753,0.48,0.77
34754,0.01,0.34
34755,0.67,0.93
34757,0.07,0.36
34758,0.05,0.52
34759,0.15,0.34
34760,0.88,0.45
34761,0.01,0.03
34762,0.39,0.82
34763,0.59,0.57
34764,0.01,0.11
34765,0.06,0.34
34766,0.49,0.88
34767,0.25,0.53
34768,0.75,0.9
34769,0.07,0.56
34770,0.02,0.23
34771,0.05,0.88
34772,0.22,0.36
34773,0.11,0.86
34774,0.53,0.78
34777,0.03,0.2
34778,0.34,0.72
34779,0.27,0.42
34780,0.24,0.21
34781,0.06,0.89
34782,0.02,0.12
34784,0.04,0.15
34785,0.2,0.34
34786,0.91,0.83
34787,0.01,0.52
34788,0.48,0.88
34790,0.43,0.46
34791,0.06,0.18
34792,0.19,0.13
34793,0.82,0.66
34794,0.01,0.44
34796,0.04,0.66
34797,0.05,0.25
34798,0.3,0.79
34799,0.18,0.3
34800,0.07,0.57
34801,0.12,0.35
34802,0.11,0.14
34803,0.53,0.75
34804,0.53,0.78
34805,0.06,0.24
34806,0.48,0.83
34807,0.1,0.81
34808,0.47,0.47
34809,0.17,0.19
34810,0.47,0.67
34813,0.01,0.13
34814,0.01,0.28
34815,0.54,0.55
34816,0.05,0.48
34818,0.17,0.5
34819,0.01,0.08
34820,0.13,0.08
34821,0.0,0.09
34822,0.03,0.29
34823,0.1,0.18
34824,0.17,0.21
34825,0.13,0.14
34826,0.07,0.07
34827,0.3,0.84
34829,0.63,0.88
34830,0.42,0.56
34832,0.18,0.56
34837,0.07,0.32
34838,0.01,0.07
34841,0.05,0.07
34842,0.01,0.06
34843,0.18,0.35
34844,0.13,0.66
34845,0.04,0.17
34846,0.04,0.53
34847,0.71,0.92
34848,0.04,0.15
34849,0.15,0.89
34850,0.79,0.32
34851,0.08,0.36
34852,0.06,0.5
34853,0.19,0.24
34854,0.02,0.41
34855,0.11,0.5
34856,0.48,0.73
34857,0.02,0.11
34858,0.21,0.24
34859,0.14,0.52
34860,0.53,0.58
34861,0.07,0.53
34862,0.28,0.17
34863,0.01,0.07
34864,0.72,0.88
34865,0.69,0.88
34866,0.93,0.9
34867,0.03,0.21
34869,0.05,0.49
34870,0.0,0.2
34871,0.01,0.12
34872,0.69,0.95
34874,0.14,0.41
34875,0.58,0.57
34876,0.54,0.64
34877,0.3,0.66
34878,0.15,0.82
34879,0.09,0.34
34880,0.3,0.36
34881,0.76,0.9
34884,0.04,0.26
34887,0.03,0.17
34888,0.15,0.8
34889,0.24,0.16
34890,0.01,0.07
34891,0.05,0.13
34892,0.94,0.94
34893,0.07,0.34
34895,0.6,0.9
34896,0.01,0.48
34897,0.92,0.8
34898,0.17,0.83
34899,0.37,0.8
34900,0.16,0.49
34901,0.11,0.18
34902,0.03,0.29
34903,0.04,0.16
34905,0.06,0.17
34907,0.01,0.04
34908,0.03,0.08
34910,0.32,0.62
34911,0.86,0.49
34912,0.16,0.22
34915,0.02,0.14
34916,0.04,0.76
34917,0.18,0.8
34919,0.15,0.54
34920,0.9,0.95
34921,0.17,0.67
34922,0.15,0.39
34923,0.2,0.55
34924,0.13,0.66
34925,0.02,0.07
34927,0.06,0.92
34928,0.3,0.59
34929,0.02,0.52
34930,0.08,0.67
34932,0.02,0.59
34933,0.31,0.31
34934,0.01,0.05
34935,0.11,0.6
34936,0.22,0.6
34937,0.02,0.08
34938,0.42,0.88
34939,0.18,0.16
34941,0.03,0.08
34942,0.89,0.64
34943,0.02,0.45
34944,0.07,0.2
34946,0.44,0.45
34948,0.37,0.18
34949,0.12,0.26
34952,0.08,0.81
34953,0.21,0.53
34954,0.45,0.93
34955,0.01,0.31
34956,0.88,0.87
34957,0.59,0.59
34958,0.07,0.63
34959,0.17,0.27
34960,0.09,0.78
34965,0.12,0.25
34966,0.07,0.29
34967,0.1,0.34
34968,0.06,0.27
34969,0.04,0.22
34970,0.03,0.47
34972,0.04,0.4
34973,0.13,0.25
34974,0.3,0.59
34976,0.04,0.25
34977,0.07,0.24
34978,0.05,0.52
34979,0.03,0.18
34980,0.87,0.72
34981,0.06,0.82
34982,0.89,0.81
34983,0.09,0.14
34984,0.62,0.56
34986,0.65,0.46
34987,0.03,0.1
34988,0.05,0.5
34989,0.03,0.24
34990,0.15,0.65
34991,0.25,0.44
34994,0.45,0.85
34995,0.04,0.71
34996,0.63,0.84
34997,0.49,0.38
34998,0.59,0.54
35000,0.08,0.34
35001,0.07,0.31
35002,0.08,0.68
35003,0.11,0.42
35004,0.03,0.14
35005,0.03,0.51
35006,0.1,0.51
35007,0.06,0.06
35009,0.02,0.67
35010,0.19,0.29
35011,0.27,0.62
35012,0.85,0.6
35013,0.06,0.46
35014,0.03,0.11
35015,0.31,0.47
35016,0.01,0.32
35017,0.89,0.93
35021,0.15,0.12
35022,0.01,0.11
35023,0.25,0.45
35024,0.35,0.5
35026,0.08,0.21
35027,0.05,0.33
35028,0.26,0.83
35029,0.61,0.74
35030,0.38,0.63
35031,0.03,0.27
35032,0.29,0.59
35033,0.18,0.49
35036,0.06,0.24
35037,0.15,0.65
35038,0.24,0.33
35039,0.76,0.73
35042,0.02,0.17
35043,0.23,0.33
35044,0.02,0.31
35045,0.02,0.07
35046,0.77,0.57
35047,0.86,0.61
35048,0.05,0.46
35050,0.02,0.06
35051,0.17,0.41
35052,0.11,0.1
35054,0.03,0.12
35055,0.13,0.49
35056,0.12,0.26
35057,0.01,0.05
35058,0.63,0.41
35060,0.15,0.2
35061,0.04,0.23
35062,0.06,0.84
35063,0.06,0.09
35064,0.04,0.23
35065,0.76,0.73
35068,0.08,0.59
35069,0.16,0.14
35070,0.29,0.64
35073,0.48,0.15
35074,0.38,0.38
35075,0.06,0.13
35076,0.22,0.4
35077,0.01,0.16
35078,0.36,0.56
35079,0.86,0.92
35080,0.09,0.32
35082,0.0,0.08
35083,0.16,0.3
35085,0.06,0.78
35086,0.04,0.15
35087,0.01,0.59
35088,0.39,0.95
35089,0.03,0.16
35090,0.19,0.85
35091,0.02,0.28
35092,0.05,0.65
35093,0.01,0.13
35094,0.15,0.65
35095,0.42,0.51
35096,0.05,0.91
35097,0.57,0.93
35098,0.28,0.72
35099,0.1,0.2
35101,0.19,0.5
35102,0.1,0.06
35103,0.11,0.19
35104,0.03,0.86
35108,0.04,0.45
35109,0.3,0.24
35110,0.41,0.42
35111,0.18,0.82
35112,0.03,0.63
35113,0.03,0.41
35114,0.95,0.89
35115,0.14,0.72
35116,0.03,0.05
35118,0.07,0.78
35120,0.1,0.14
35121,0.26,0.81
35122,0.01,0.08
35124,0.1,0.69
35125,0.04,0.52
35128,0.1,0.73
35129,0.11,0.74
35132,0.63,0.85
35133,0.29,0.21
35135,0.48,0.23
35136,0.57,0.76
35138,0.09,0.21
35139,0.15,0.61
35140,0.05,0.52
35142,0.01,0.23
35143,0.03,0.1
35144,0.17,0.17
35145,0.06,0.67
35147,0.01,0.04
35148,0.11,0.15
35149,0.17,0.71
35150,0.26,0.43
35151,0.18,0.81
35152,0.02,0.14
35153,0.1,0.5
35154,0.66,0.82
35155,0.0,0.76
35156,0.32,0.2
35157,0.24,0.41
35158,0.03,0.07
35159,0.08,0.05
35160,0.03,0.93
35161,0.02,0.11
35162,0.57,0.82
35163,0.05,0.5
35164,0.14,0.25
35165,0.48,0.56
35166,0.09,0.24
35167,0.02,0.22
35169,0.01,0.11
35170,0.1,0.47
35171,0.86,0.74
35172,0.07,0.4
35173,0.04,0.68
35174,0.06,0.15
35175,0.1,0.28
35176,0.06,0.52
35178,0.03,0.05
35179,0.63,0.8
35180,0.28,0.91
35181,0.01,0.35
35182,0.09,0.32
35183,0.77,0.72
35184,0.01,0.22
35186,0.08,0.92
35187,0.29,0.62
35188,0.89,0.85
35189,0.66,0.61
35190,0.04,0.06
35191,0.08,0.06
35192,0.02,0.32
35193,0.06,0.26
35194,0.03,0.31
35195,0.06,0.19
35196,0.19,0.51
35198,0.06,0.4
35199,0.17,0.26
35200,0.22,0.85
35202,0.08,0.81
35203,0.01,0.81
35204,0.13,0.39
35205,0.38,0.38
35206,0.24,0.6
35207,0.77,0.87
35208,0.07,0.21
35209,0.03,0.4
35211,0.1,0.51
35212,0.27,0.6
35214,0.02,0.25
35216,0.02,0.77
35217,0.22,0.63
35218,0.03,0.34
35220,0.01,0.09
35221,0.16,0.61
35223,0.3,0.79
35225,0.87,0.94
35226,0.09,0.08
35227,0.18,0.32
35229,0.59,0.57
35230,0.02,0.16
35231,0.19,0.55
35235,0.17,0.34
35236,0.0,0.11
35237,0.03,0.05
35238,0.04,0.67
35239,0.01,0.33
35240,0.03,0.8
35242,0.01,0.13
35243,0.54,0.8
35244,0.29,0.44
35245,0.14,0.94
35246,0.13,0.18
35247,0.05,0.25
35248,0.67,0.73
35249,0.02,0.58
35251,0.07,0.04
35252,0.06,0.25
35253,0.63,0.61
35254,0.06,0.63
35255,0.02,0.28
35256,0.14,0.13
35257,0.54,0.39
35258,0.16,0.25
35259,0.5,0.77
35260,0.7,0.89
35262,0.57,0.45
35263,0.01,0.05
35264,0.06,0.43
35265,0.05,0.63
35266,0.57,0.79
35267,0.2,0.83
35269,0.03,0.05
35270,0.62,0.35
35271,0.01,0.54
35272,0.67,0.7
35273,0.19,0.2
35274,0.22,0.2
35275,0.03,0.25
35276,0.61,0.72
35277,0.06,0.72
35278,0.06,0.16
35279,0.47,0.77
35280,0.05,0.64
35281,0.03,0.24
35282,0.15,0.37
35284,0.88,0.37
35286,0.64,0.86
35287,0.26,0.52
35288,0.29,0.65
35289,0.02,0.0
35290,0.11,0.03
35292,0.08,0.36
35295,0.14,0.15
35296,0.16,0.35
35297,0.03,0.1
35298,0.3,0.3
35299,0.1,0.23
35300,0.02,0.57
35301,0.2,0.16
35302,0.16,0.35
35304,0.14,0.66
35305,0.11,0.06
35307,0.12,0.46
35308,0.14,0.42
35309,0.87,0.38
35311,0.09,0.52
35313,0.57,0.91
35315,0.08,0.06
35316,0.39,0.62
35318,0.19,0.08
35319,0.69,0.81
35321,0.01,0.11
35322,0.09,0.12
35324,0.59,0.88
35326,0.94,0.91
35327,0.54,0.74
35328,0.39,0.25
35329,0.03,0.65
35330,0.05,0.23
35331,0.02,0.13
35332,0.25,0.37
35333,0.58,0.76
35334,0.02,0.11
35335,0.05,0.53
35336,0.11,0.33
35337,0.16,0.55
35338,0.41,0.83
35339,0.06,0.09
35340,0.55,0.74
35341,0.03,0.16
35342,0.07,0.33
35343,0.03,0.19
35344,0.03,0.66
35346,0.06,0.34
35347,0.16,0.69
35348,0.01,0.29
35349,0.55,0.54
35350,0.11,0.54
35351,0.02,0.66
35352,0.01,0.57
35353,0.01,0.06
35354,0.23,0.66
35355,0.02,0.09
35356,0.06,0.34
35357,0.03,0.69
35358,0.17,0.58
35359,0.82,0.84
35360,0.08,0.5
35361,0.46,0.31
35363,0.71,0.8
35364,0.14,0.76
35366,0.1,0.33
35367,0.04,0.2
35368,0.03,0.27
35369,0.09,0.58
35370,0.24,0.91
35371,0.06,0.2
35372,0.03,0.12
35373,0.08,0.24
35374,0.01,0.09
35376,0.01,0.55
35377,0.57,0.41
35378,0.2,0.56
35379,0.18,0.9
35380,0.58,0.85
35381,0.12,0.5
35382,0.5,0.79
35383,0.03,0.16
35384,0.05,0.19
35385,0.18,0.61
35387,0.02,0.13
35388,0.22,0.2
35389,0.1,0.14
35390,0.06,0.27
35392,0.02,0.31
35393,0.1,0.23
35394,0.97,0.99
35395,0.08,0.39
35397,0.08,0.03
35399,0.09,0.86
35400,0.4,0.92
35401,0.51,0.69
35402,0.08,0.53
35403,0.02,0.47
35404,0.08,0.29
35405,0.1,0.4
35406,0.11,0.05
35407,0.34,0.93
35408,0.1,0.29
35409,0.8,0.89
35410,0.79,0.77
35413,0.1,0.22
35415,0.02,0.6
35417,0.04,0.14
35418,0.09,0.51
35419,0.14,0.69
35420,0.03,0.08
35422,0.15,0.87
35424,0.02,0.07
35425,0.02,0.28
35426,0.01,0.46
35428,0.02,0.24
35429,0.03,0.56
35430,0.09,0.22
35431,0.57,0.81
35432,0.3,0.55
35433,0.68,0.47
35434,0.09,0.66
35435,0.27,0.88
35436,0.26,0.57
35437,0.03,0.44
35438,0.03,0.33
35439,0.01,0.19
35440,0.04,0.24
35441,0.08,0.79
35442,0.13,0.56
35444,0.06,0.76
35445,0.16,0.88
35446,0.07,0.25
35447,0.12,0.3
35448,0.1,0.13
35449,0.93,0.91
35450,0.06,0.61
35451,0.17,0.23
35452,0.04,0.18
35453,0.32,0.92
35456,0.21,0.67
35457,0.06,0.05
35458,0.15,0.18
35459,0.22,0.61
35461,0.07,0.45
35462,0.11,0.92
35463,0.46,0.8
35465,0.12,0.81
35467,0.04,0.61
35468,0.08,0.25
35470,0.16,0.61
35471,0.04,0.09
35472,0.19,0.23
35474,0.49,0.28
35475,0.53,0.88
35476,0.03,0.77
35477,0.09,0.11
35478,0.03,0.77
35479,0.01,0.09
35480,0.19,0.21
35481,0.88,0.95
35483,0.03,0.09
35484,0.8,0.9
35485,0.34,0.36
35486,0.28,0.52
35487,0.09,0.7
35488,0.01,0.07
35491,0.05,0.52
35492,0.01,0.1
35493,0.03,0.71
35494,0.01,0.26
35495,0.76,0.64
35496,0.09,0.17
35497,0.04,0.1
35498,0.1,0.37
35500,0.1,0.35
35501,0.51,0.26
35502,0.24,0.12
35503,0.81,0.74
35504,0.1,0.71
35505,0.07,0.15
35506,0.28,0.25
35507,0.73,0.91
35509,0.69,0.64
35510,0.06,0.13
35511,0.14,0.24
35512,0.15,0.93
35514,0.12,0.42
35515,0.13,0.8
35516,0.36,0.62
35517,0.6,0.92
35518,0.05,0.24
35519,0.26,0.39
35521,0.75,0.92
35522,0.42,0.73
35523,0.38,0.52
35524,0.04,0.25
35525,0.02,0.11
35526,0.08,0.8
35527,0.18,0.32
35528,0.16,0.94
35529,0.87,0.82
35531,0.5,0.54
35532,0.22,0.72
35534,0.05,0.14
35536,0.93,0.89
35538,0.93,0.87
35539,0.02,0.05
35540,0.51,0.75
35541,0.49,0.63
35542,0.14,0.25
35543,0.02,0.07
35544,0.39,0.59
35545,0.09,0.45
35546,0.08,0.25
35547,0.0,0.12
35548,0.09,0.67
35549,0.33,0.55
35550,0.35,0.57
35551,0.01,0.07
35552,0.12,0.87
35553,0.34,0.84
35554,0.43,0.69
35555,0.11,0.45
35556,0.01,0.01
35557,0.01,0.08
35558,0.04,0.18
35559,0.04,0.18
35560,0.17,0.4
35562,0.06,0.37
35563,0.04,0.53
35565,0.15,0.47
35567,0.0,0.13
35568,0.2,0.61
35569,0.11,0.79
35570,0.14,0.64
35572,0.04,0.53
35573,0.2,0.65
35574,0.09,0.09
35575,0.32,0.9
35576,0.07,0.29
35577,0.03,0.48
35578,0.16,0.21
35579,0.02,0.07
35580,0.08,0.48
35581,0.66,0.77
35582,0.68,0.93
35583,0.23,0.32
35584,0.08,0.67
35586,0.82,0.95
35587,0.22,0.47
35588,0.03,0.52
35589,0.03,0.39
35590,0.1,0.33
35592,0.14,0.23
35593,0.02,0.04
35595,0.56,0.45
35597,0.19,0.46
35598,0.02,0.14
35599,0.06,0.76
35600,0.29,0.56
35601,0.45,0.56
35602,0.48,0.26
35604,0.81,0.72
35606,0.02,0.8
35608,0.62,0.88
35610,0.22,0.62
35611,0.05,0.42
35612,0.16,0.45
35613,0.07,0.41
35614,0.08,0.68
35615,0.25,0.54
35616,0.48,0.49
35617,0.03,0.14
35618,0.06,0.48
35619,0.38,0.52
35621,0.06,0.55
35623,0.09,0.42
35625,0.12,0.52
35626,0.04,0.74
35628,0.07,0.23
35629,0.11,0.51
35630,0.0,0.06
35631,0.0,0.06
35633,0.14,0.28
35634,0.01,0.09
35635,0.8,0.92
35636,0.28,0.75
35637,0.19,0.36
35638,0.06,0.35
35639,0.87,0.84
35640,0.04,0.14
35641,0.18,0.2
35642,0.17,0.16
35643,0.68,0.58
35644,0.0,0.07
35645,0.43,0.75
35646,0.28,0.21
35647,0.11,0.44
35648,0.07,0.62
35649,0.02,0.25
35650,0.06,0.85
35651,0.21,0.1
35652,0.61,0.75
35653,0.86,0.93
35654,0.02,0.34
35656,0.05,0.22
35657,0.18,0.78
35658,0.02,0.37
35659,0.06,0.28
35660,0.67,0.62
35661,0.0,0.04
35662,0.15,0.29
35663,0.05,0.06
35665,0.14,0.34
35666,0.03,0.15
35667,0.08,0.54
35668,0.01,0.12
35669,0.89,0.96
35670,0.25,0.54
35671,0.05,0.85
35672,0.39,0.46
35673,0.02,0.33
35674,0.03,0.92
35675,0.67,0.57
35677,0.15,0.29
35678,0.03,0.43
35679,0.11,0.2
35680,0.02,0.09
35681,0.79,0.97
35682,0.1,0.29
35683,0.06,0.18
35684,0.33,0.57
35685,0.07,0.09
35686,0.36,0.66
35687,0.23,0.37
35688,0.02,0.15
35689,0.13,0.21
35690,0.03,0.34
35691,0.71,0.9
35693,0.9,0.76
35694,0.91,0.99
35696,0.01,0.34
35697,0.08,0.65
35698,0.04,0.41
35699,0.09,0.15
35700,0.02,0.03
35702,0.01,0.18
35703,0.05,0.14
35704,0.8,0.99
35705,0.09,0.42
35706,0.27,0.36
35707,0.05,0.93
35708,0.94,0.78
35709,0.01,0.02
35710,0.07,0.16
35711,0.14,0.83
35713,0.06,0.07
35714,0.41,0.89
35715,0.71,0.51
35716,0.02,0.17
35717,0.02,0.39
35719,0.01,0.11
35721,0.05,0.33
35722,0.02,0.09
35723,0.32,0.84
35724,0.03,0.25
35725,0.04,0.1
35727,0.19,0.44
35728,0.07,0.44
35729,0.03,0.83
35730,0.02,0.18
35733,0.11,0.58
35734,0.61,0.5
35735,0.12,0.12
35736,0.22,0.26
35737,0.65,0.63
35738,0.0,0.21
35740,0.11,0.58
35741,0.16,0.13
35742,0.11,0.73
35743,0.21,0.41
35744,0.08,0.34
35745,0.02,0.22
35746,0.04,0.04
35747,0.05,0.29
35748,0.07,0.36
35749,0.23,0.2
35750,0.06,0.18
35751,0.03,0.04
35752,0.06,0.49
35753,0.1,0.87
35754,0.37,0.28
35755,0.04,0.31
35756,0.34,0.9
35757,0.14,0.36
35758,0.01,0.11
35759,0.25,0.88
35761,0.91,0.66
35762,0.84,0.7
35763,0.3,0.58
35765,0.03,0.67
35766,0.94,0.71
35767,0.24,0.68
35768,0.02,0.94
35770,0.27,0.74
35771,0.04,0.21
35772,0.11,0.19
35773,0.12,0.44
35775,0.23,0.71
35776,0.05,0.59
35777,0.37,0.82
35778,0.01,0.15
35779,0.38,0.53
35780,0.19,0.31
35781,0.52,0.34
35782,0.17,0.74
35783,0.31,0.64
35784,0.93,0.85
35785,0.06,0.1
35786,0.03,0.33
35788,0.01,0.76
35789,0.16,0.26
35791,0.33,0.92
35792,0.03,0.25
35793,0.61,0.8
35795,0.19,0.67
35796,0.09,0.07
35797,0.03,0.13
35798,0.16,0.27
35799,0.02,0.1
35800,0.11,0.28
35801,0.3,0.36
35802,0.1,0.25
35803,0.03,0.63
35804,0.01,0.15
35806,0.22,0.48
35807,0.2,0.48
35808,0.03,0.7
35810,0.27,0.59
35811,0.06,0.42
35812,0.04,0.19
35814,0.42,0.83
35815,0.29,0.63
35816,0.87,0.88
35818,0.04,0.29
35819,0.15,0.32
35820,0.07,0.59
35821,0.47,0.51
35822,0.97,0.81
35823,0.12,0.65
35824,0.11,0.48
35825,0.83,0.93
35826,0.05,0.24
35828,0.0,0.05
35830,0.05,0.5
35831,0.01,0.12
35832,0.05,0.33
35833,0.12,0.27
35834,0.06,0.61
35836,0.55,0.63
35837,0.01,0.38
35838,0.01,0.02
35840,0.06,0.17
35843,0.44,0.74
35845,0.03,0.12
35846,0.0,0.06
35847,0.17,0.59
35848,0.05,0.93
35849,0.09,0.36
35850,0.05,0.77
35852,0.02,0.18
35853,0.11,0.3
35854,0.1,0.86
35855,0.07,0.3
35856,0.65,0.59
35857,0.04,0.1
35859,0.13,0.59
35861,0.91,0.95
35862,0.35,0.67
35863,0.88,0.97
35865,0.12,0.58
35866,0.13,0.33
35867,0.11,0.4
35868,0.09,0.44
35870,0.1,0.77
35871,0.3,0.8
35872,0.01,0.13
35873,0.01,0.49
35874,0.71,0.85
35875,0.04,0.21
35877,0.09,0.22
35878,0.78,0.93
35879,0.04,0.75
35880,0.18,0.57
35881,0.42,0.95
35882,0.64,0.85
35883,0.08,0.59
35884,0.13,0.22
35887,0.1,0.65
35888,0.15,0.49
35890,0.05,0.47
35891,0.23,0.58
35892,0.32,0.45
35893,0.15,0.68
35894,0.19,0.69
35895,0.05,0.46
35896,0.15,0.47
35897,0.08,0.28
35898,0.11,0.36
35900,0.02,0.16
35901,0.17,0.69
35902,0.02,0.17
35903,0.39,0.85
35905,0.03,0.55
35906,0.21,0.43
35908,0.14,0.32
35909,0.03,0.38
35910,0.04,0.6
35911,0.14,0.82
35912,0.3,0.48
35913,0.01,0.13
35914,0.13,0.37
35915,0.23,0.59
35917,0.03,0.16
35918,0.07,0.64
35920,0.21,0.71
35921,0.24,0.33
35922,0.03,0.42
35923,0.02,0.23
35925,0.69,0.88
35926,0.13,0.88
35927,0.29,0.73
35928,0.06,0.32
35929,0.18,0.45
35930,0.07,0.83
35931,0.84,0.95
35932,0.9,0.95
35933,0.02,0.27
35934,0.03,0.23
35936,0.0,0.07
35937,0.04,0.13
35938,0.57,0.28
35939,0.06,0.12
35941,0.01,0.26
35942,0.01,0.14
35943,0.05,0.71
35945,0.06,0.2
35946,0.2,0.6
35947,0.87,1.0
35948,0.25,0.65
35949,0.43,0.65
35950,0.72,0.6
35951,0.06,0.24
35952,0.03,0.86
35955,0.79,0.95
35956,0.83,0.84
35957,0.01,0.12
35958,0.04,0.65
35959,0.12,0.12
35960,0.13,0.76
35961,0.0,0.07
35964,0.04,0.15
35965,0.14,0.9
35966,0.26,0.75
35967,0.06,0.16
35968,0.19,0.24
35970,0.27,0.87
35972,0.06,0.8
35973,0.03,0.1
35975,0.08,0.18
35976,0.12,0.1
35980,0.11,0.61
35981,0.04,0.55
35982,0.11,0.7
35983,0.09,0.76
35985,0.4,0.71
35986,0.25,0.29
35987,0.17,0.52
35988,0.09,0.3
35990,0.14,0.17
35991,0.27,0.46
35992,0.19,0.18
35993,0.11,0.19
35995,0.03,0.46
35996,0.84,0.98
